8.1	46221
7.6	16848
8.3	15803
8.3	284659
7.8	7535
8.2	11378
7.8	10623
7.8	14104
8.5	10287
8.6	370085
7.9	25555
8	63707
8.2	16672
8.2	57498
8	64783
8.7	505741
8.1	6220
8.1	27243
8.4	312635
8	15819
8	45828
8.5	252861
8.5	299349
7.9	7654
8.4	58689
8	39679
7.7	43234
8.4	411775
7.9	26815
7.6	9335
8	67296
7.6	12067
8.2	335518
8.7	564894
7.8	21756
8.4	253412
8.1	7400
8	13349
7.8	112801
8.2	282037
7.5	27237
8.3	317495
8.2	14245
8	29416
8	71528
8.2	15150
8	103652
8	27918
8.2	52648
7.8	45917
8.1	101904
8.3	139170
8.1	31965
8.1	12112
7.1	6428
7.9	19502
8.2	183408
8	8980
8.3	386155
8	116398
8.1	8928
7.6	9953
7.9	9462
8.5	395006
8.3	17679
8.1	33801
7.9	3931
8.1	11611
8	24344
7.2	5300
7.2	8760
8	24762
8.2	15187
8.6	7735
8.3	23286
8.8	447602
8.2	8257
8.1	26405
8.5	5225
8.1	40749
8.3	284685
8.1	23920
7.6	8859
8.2	29434
7.8	3901
8	132232
7.9	6203
8	12441
8.1	35872
8.2	252838
7.9	27473
7.9	31448
8.2	35412
8.2	13284
8.5	272661
7.5	253
7.9	9334
8.1	20017
8.3	279122
8.2	51002
8.3	11990
7.9	17889
8	41524
8.4	47190
8	51663
8.5	308836
7.8	5882
7.9	9064
8.2	13471
7.7	19734
8.1	44071
8	975
7.5	12149
7.8	141676
8.1	11282
8.2	42817
8.5	298878
8.2	206606
8	21302
7.6	14751
7.9	1506
8.4	62887
8.4	1435
8.2	328207
7.9	158623
8.1	149173
8	57537
8.1	10854
7.7	8843
8.1	341307
8	25024
8	10311
7.6	3591
7.8	25668
7.8	43322
8.1	104099
7.6	8514
7.9	27005
8	37221
8.1	50165
7.3	11305
8.1	53899
8.5	359260
8.1	229349
8.1	61726
8	49650
7.8	17227
7.8	7382
8.2	226595
7.6	18489
8	3561
7.5	3186
7.4	1831
7.7	4984
8.4	339340
8	34547
8	21707
8.3	495174
8.2	137287
8.1	266098
8.1	28034
8.1	31443
7.6	6751
7.9	10612
7.8	1166
8.1	88621
8.1	6509
7.9	6332
7.9	67793
7.7	17036
7.9	27097
7.9	53760
8.2	153310
7.7	47202
8.1	9527
7.9	126810
8.1	51435
7.5	21096
8	265861
7.9	36271
8.3	11062
8.3	159218
8	8006
8.4	6723
7.7	8725
7.8	6792
8	76568
8	15156
7.8	137181
8.1	18108
8	24396
8	12321
7.7	6677
8	45025
7.3	8963
8.1	2041
8.3	77785
7.9	26659
7.9	53215
8	15918
8	10030
7.9	5907
7.6	4472
7.4	11123
8.1	33461
7.3	5728
8	47884
7.9	43995
8	40323
8.3	6528
8	43582
8.1	25419
8.5	69193
8	5754
7.3	4971
8.1	12574
7.9	15716
8.2	136596
7.5	7681
8	21905
8	8979
7.8	165724
7.8	15287
7.8	21865
8.1	23150
7.9	73592
7.8	7004
8.3	22426
8.5	2945
7.9	10419
8.5	488387
8.1	6524
8.6	7804
7.8	3865
7.9	3320
8.3	6124
7.6	8011
8	8664
8.1	23048
7.8	34237
7.8	13438
7.5	7288
8	45719
8	7383
8.4	233555
8.1	32454
7.9	2260
7.6	24269
7.9	12325
7.6	2557
7.6	48480
8	37916
8.1	56906
8	10507
8	13716
8	16634
7.9	44266
7.9	137859
6	4467
7.4	8881
7.8	34633
8	122838
7.8	6379
8.3	8197
7.9	11547
7.6	5551
7.3	2275
7.8	19716
7.4	4221
8.4	120116
7.9	4645
7.7	29776
8.3	278573
7.5	14564
7.2	14548
8.1	6430
7.5	1232
8.2	11234
7.6	7656
8.2	12324
8.2	547
7.9	10522
7.9	9193
7.8	18125
7.4	17720
7.3	15757
7.9	14020
8.3	287347
7.7	38577
8.1	295047
7.9	5907
8.1	8470
7.8	4230
8.1	12890
8.3	320874
7.3	5271
7.8	4230
8.1	11965
8	3196
7.8	15268
8	64661
7.7	9093
7.9	165787
8	13449
8.2	16636
7.8	40354
7.8	45283
7.8	11693
7.4	3320
8.3	1599
7.9	221206
7.4	12212
7.9	17960
7.9	32242
7.6	17508
8.3	2042
7.6	5748
7.9	13153
8.6	399160
7.9	29939
7.9	11877
8.1	208668
8.1	4476
7.3	3936
7.4	4761
8.1	2582
7.8	13891
8.1	12748
8	76486
8.1	23535
8	18903
7.9	7669
8.1	6323
7.7	12840
8.4	22342
7.7	3997
7.9	107093
7.1	2224
7.4	5214
7.1	8950
7.8	28487
7.9	65176
7.7	9262
8.1	24147
7.9	337829
7.8	7680
7.8	10517
7.8	22420
8.1	53525
8	11110
7.6	20828
8.2	13904
8.3	3283
8.4	13187
8.2	9599
8	8299
8.2	412532
7.9	8307
7.1	10450
8.3	293230
8.3	50390
7.6	6186
7.7	5400
7.6	59321
8.1	8991
7.7	10001
8	7558
7.9	19170
8.1	267645
7.8	19486
7.8	1067
7.5	16395
7.7	65853
7.9	93231
7.5	3384
7.3	3433
7.9	32406
8	266920
8.1	9590
7.9	8366
8.1	3168
8	2594
7.8	55992
7.7	11709
7.8	9801
7.6	9450
8	210457
8.2	12751
8.2	170896
8.2	7715
7.4	18575
7.8	7346
8	224913
8.2	8662
8.1	7083
7.7	2461
8.1	3089
7.9	153448
8.5	351078
7.9	47683
8	239557
8.1	6132
7.8	16787
7.7	47506
8.3	93094
8.1	48207
8	3896
7.3	6871
8.2	2023
7.2	1769
7.8	4858
8.2	386761
7.8	27293
7.6	34853
7.7	8400
7.8	164086
7.9	1433
6.2	413
7.4	11401
7.7	16216
8.2	11425
7.6	1487
7.8	3563
7.5	3521
7.9	30219
7.8	3708
8.1	1706
7.6	7297
8	7408
7.6	14171
7.6	25778
7.7	26502
8	7795
7.8	129898
7.5	11067
7.5	4818
7.3	29102
8.1	97258
7.9	6520
7.7	5728
8.1	8405
7.6	12116
8	2250
8.1	24938
7.8	24608
7.1	10438
8	215498
7.7	5350
7.7	920
6.5	4993
8.1	308307
7.9	228132
8	185116
7.6	9666
8.1	322657
7.9	20992
7.7	162155
7.7	83670
7.7	91777
7.5	3385
7.4	2558
7.6	132978
7.6	8302
7.8	14102
7.8	139804
7.6	19155
8	252426
8	44686
7.3	2461
7.5	17785
7.2	5447
7.9	7820
7.3	9551
7.9	249108
7.7	14649
8	333072
7.9	5941
8.1	311035
7.2	2404
8.4	5181
7.8	6727
6.8	3437
7.5	15679
7.8	141189
7.9	11932
7.8	10056
7.5	131427
7.9	8666
7.8	6996
7.6	103996
7.6	1840
7.9	96486
7.8	6150
7.9	150346
7.2	3703
7.9	4647
7.8	16025
7.7	6640
7.8	10727
7.8	19488
7.9	138904
7.5	11680
7.8	100627
8.3	2425
7.9	10723
7.7	11060
8.3	27703
7.4	2858
7.5	10174
8.1	5715
7.6	31494
7.4	2760
7.7	110552
8.3	3189
7.2	5111
7.8	26832
7.6	8175
7.8	34740
8	250828
7.8	22450
8.1	14439
7.8	7620
7.5	65862
7.7	1962
8	18599
7.6	5827
8.2	391131
7.5	15085
7.2	14378
7.9	5706
7.7	10572
7.8	8440
null	null
7.8	197467
7.6	26584
8	174410
7.8	4748
7.6	5048
7.9	126501
8.1	265167
7.9	249464
7.6	36547
7.7	3710
7.7	17677
8.1	4487
7.8	46014
7.8	70363
7.2	2529
7.9	237433
7.7	7986
7.7	22060
8.2	4686
7.6	170156
9.2	6847
7.9	97833
7.7	250584
7.8	5291
8	11538
7.5	25615
8	300582
7.3	27012
7.6	6393
7.3	2013
7.9	41145
8.1	247531
7.2	7515
8	10127
8	6174
7.9	9570
7.6	12613
7.4	2821
7.7	104312
7.7	25739
7.7	26849
7.9	3371
7.6	3452
8	1760
8.1	422128
8	133602
7.8	112873
8	29257
7.4	12268
7.7	28659
7.8	6472
7.7	60873
7.8	56261
7.9	6151
7.7	18606
7.8	5281
7.4	37260
7.9	4417
7.8	4683
7.9	198975
8.1	6369
8.1	233888
7.9	3180
7.9	12805
8.1	16370
8	2066
7.5	51139
7.7	8945
7.6	13006
7.5	1709
7.6	27900
7.8	10877
7.8	51167
7.7	4166
7.7	40979
7.5	22300
7.8	20809
7.5	17169
8.3	3698
7.7	2428
7.7	7837
7.5	13389
7.5	2029
8.3	5135
7.6	30130
7.3	21843
7.9	266541
7.5	8843
7.6	2222
7.9	260301
7.7	125192
7.7	3830
7.8	16062
7.7	137409
7.1	5098
7.9	41418
8	59211
7.3	4482
7.9	19519
7.2	698
7.3	3079
7.8	6813
7.3	17134
7.9	273117
7.7	6972
7.9	70507
8.2	30570
8	7965
7.1	3566
7.5	9428
7.7	8683
7.9	9422
7.3	578
7.9	46319
7.6	19864
7.1	3217
7.7	17472
7.6	135574
7.5	22465
7.8	9902
7.6	88801
7.6	4009
7.8	10010
8.4	16181
7.5	26128
7.4	9237
8	170386
7.3	253
7.7	6227
7.5	42461
7.9	4224
8	6229
7.2	14309
8.6	9798
6.9	32394
7.5	8656
8	28041
7.8	4368
7.4	39429
7.7	1787
7.3	4511
8	3671
7.1	2520
8	4883
8	67592
7.4	44999
7.2	113056
7.8	5115
7.2	2346
7.6	50120
7.9	30552
7.9	485
7.6	2286
7.8	29296
7.8	95766
7.9	134891
8	4289
7.6	395
7.6	25656
7.8	66102
7.4	24898
7.8	31552
7.5	1921
8.2	1204
7.3	24771
7.9	4437
7.9	4479
6.4	7963
7.7	73453
7.7	3720
7.5	8973
7.9	51295
8	32093
7.4	3254
7.4	2646
7.7	29242
8	9955
7.8	37970
7.5	28236
7.7	1984
7.8	38552
7.8	3350
8	8328
8	92429
7.5	48599
7.3	1349
7.6	5963
7.8	6276
7.9	4955
7.7	21729
8.1	6790
8	208663
7.9	5905
7.6	10434
8.1	1777
8	25889
7.3	4392
7.4	19855
7.9	19967
7.6	148859
7.5	48089
7.6	5857
7.2	2343
7.7	123584
7.7	59227
7.8	8077
8.4	4343
7.7	44413
7.7	19940
7.6	87691
7.5	30214
7.9	126295
8.2	8608
7.9	193915
7.8	236850
7.4	1031
7.8	99175
7.4	13829
7.1	408
7.6	23738
8	73428
7.1	22852
7.5	7803
7.4	33031
7.7	193806
7.7	22749
8	9340
7.7	11994
7.7	32497
7.9	246443
7.3	6680
7.8	33218
7.8	37678
7.9	3524
7.7	125194
7.6	33884
7.5	18403
7.5	6309
7.6	20645
7.8	60757
7.6	62072
7.4	5138
7.7	11705
7.6	97480
7.8	40048
7.6	10275
7.6	21727
7.6	32277
7.3	12924
7.5	4461
7.5	4156
7.9	7869
8.3	5554
7.9	6259
8.1	6835
7.7	2733
8.2	7057
8.3	3948
7.5	16854
6.6	692
7.8	7389
7.7	27176
7.5	20947
7.7	79369
7.6	2971
7.7	9202
7.4	10170
7.2	4229
7.5	42539
8.2	17367
8	207739
7.4	9046
7.8	196523
7.8	4226
7.4	30574
8.4	17515
7.5	3124
7.5	7415
7.4	2469
8	233670
8	508202
8	4653
7.7	10032
7.5	3273
7.8	4006
7.6	14187
7.7	54524
7.5	34360
7.9	3088
7.8	21516
7.8	5124
7.5	19161
7.8	109883
8.2	125288
7.7	4265
7.7	5820
7.7	5015
8.1	5111
7.8	24719
8.3	243911
7.5	35116
7.6	15632
7.6	170758
7.5	5519
8.2	21445
7.9	70097
8	5005
7.4	15232
7.7	40548
7.7	6797
7.8	234605
7.5	8211
7.6	6369
7.7	7085
7.8	14147
7.7	23575
7.7	143756
7.7	36446
7.1	4932
7.8	3047
7.9	2092
8.2	1870
7.6	6233
7.7	32229
8.1	139768
7.4	3045
7.7	16289
7.2	22820
7.4	1340
7.7	121345
7.6	5267
7.9	18837
7.5	31412
7.7	53342
7.8	9642
7.6	8974
8.2	89749
7.3	2819
7.8	87265
7.9	122937
7.7	54864
8	10142
7.8	80798
7.6	13383
7.6	17840
7.7	4053
7.9	5516
7.1	11263
7.5	7588
7.6	23004
7.7	143572
7.5	9235
8.4	11658
7.8	302443
7.6	3033
7.9	1058
7.7	173731
7.3	1396
7.3	6239
7.7	13429
7.3	3381
7.8	24443
7.5	13687
8.4	13767
7.7	10629
7.6	154372
7.5	35464
7.8	202188
7.8	151014
7.8	15456
7.9	5060
7.3	4552
7.4	3827
8	152190
7.9	202388
7.7	5767
7.9	875
7.1	3798
7.9	1844
7.8	14057
7.6	102863
7.7	40002
7.7	66553
7.1	749
7.8	8690
7.4	1565
7.4	10938
8	6596
6.9	6136
7	2317
7.2	2420
7.7	2692
7.5	2927
7.9	2052
7.1	14373
7.8	18898
7.5	35440
7.6	8355
7.8	6423
7.5	2180
8.1	4805
7.8	17158
7.1	11868
8	10353
7.2	13403
7.6	62010
7.5	57374
7.7	26876
7.5	228
7.7	5235
8	61213
7.5	3411
8.1	93401
7.6	109799
7.6	15653
7.8	7426
7	4059
7.7	4180
7.8	124290
7.6	19165
7.9	11175
7.9	6329
7.5	11682
7.6	45666
7.6	7400
7	4248
7.6	10358
7.7	1324
7.3	2616
7.9	8103
8.1	23257
7.7	5562
7.7	178429
7.9	39992
7.6	20488
7.1	2742
7.8	171194
7.6	106900
7.7	6761
7.9	81726
8.1	51458
8	2474
7.2	3216
7.4	2127
7.9	1378
7.9	104567
7.6	25459
7.7	1557
7.7	4000
7.3	4073
7.8	3239
7.6	29638
7.8	146440
7.9	88761
7.1	32118
7.9	4258
7.1	4877
7.8	4307
7.8	12090
7.5	12377
7.8	52086
7.8	129586
7.7	80518
7	128
7.6	10499
7.3	4542
7.4	24176
7.6	42113
7.3	4584
7.9	20687
7.8	4695
7.6	7540
7.8	11970
6.9	340
7.5	21709
7.2	9577
7.1	4181
7.3	173798
7.4	7103
7.4	13449
7.2	4632
7.4	23106
7.7	153331
7.2	527
7.7	3859
7.4	28755
7.2	5006
7.9	3785
7.5	23789
8.1	2336
7.9	6610
7.7	3437
7.4	1822
7.3	6312
7.9	7445
7.9	4074
7.7	227577
7.8	3672
7.6	92574
7.8	2357
7.5	3448
7.7	7493
7.9	13234
7.9	5817
7.7	5481
7.4	1772
7.7	13916
7.5	4527
7.6	256011
7.7	240167
7.5	7552
7.6	7262
7.6	11965
8.1	1541
8	310904
7.6	61654
7.8	92979
7.4	13898
7.7	152361
7.5	7628
7.1	5896
7.7	13350
8.1	4913
7.8	14169
7.4	5329
7.4	4910
7.6	67543
7.5	164204
7.8	100730
7.4	6214
7.9	3825
7.5	2293
7.3	52216
7.6	159768
7.5	8526
7	3665
8	12598
7.5	67703
5.9	1176
7.1	1078
7.4	13618
7.5	64526
7.5	8334
7.8	10905
7.4	1665
6.8	3800
7.2	4688
8.3	1585
7.7	63876
7.4	79357
7.6	7644
7.8	3536
8.1	1440
7.7	9199
7.2	4430
7.7	62967
7.8	17088
7.7	8379
7.3	23694
7.4	6187
8.2	2747
7.5	75222
7.8	2047
7.9	4678
7.6	12611
7.7	3649
7.8	8544
7.1	7390
7.3	43103
7.5	48061
7.3	44591
7.1	4421
7.6	8801
7.7	4029
7.3	654
7.5	4902
6.9	5356
7.7	9562
7.7	2528
7.3	38105
7.1	15735
7.9	2729
7.3	11315
7.5	4912
7.5	2995
7.8	5221
7.9	10169
7.6	14083
7.4	4206
7.8	152283
7.9	3220
7.9	1858
6.7	236
7.8	88019
7.7	5400
7	9555
6.9	2525
7.8	73951
7.7	2661
8	2700
7.3	67402
7.6	48111
7.6	45546
7.3	2602
6.7	18059
6.9	1003
7.3	39356
7.9	5542
7.3	165402
7.5	34588
7.7	10954
7.6	2011
7.6	4464
7.1	3860
7.8	1114
7.3	3733
7.9	14296
7.2	6310
7.1	10723
8.1	1332
7.5	1626
7.2	5571
7.5	21212
6.9	8141
7.7	38361
7.6	58600
7	9180
7.9	4163
7.5	7181
8.4	285659
7.8	12932
7.5	19741
5.5	173
7	17278
7.7	5314
7.8	17499
7.6	9492
6.9	10912
7.5	1975
7.5	9909
7.3	30443
7.7	19140
7.7	24974
7.1	43840
7.5	5841
7.8	2871
7.8	3737
8	4938
7.1	2341
7.6	155195
7.6	159663
7.8	740
7.9	6240
7	15896
8.6	153
7.3	60068
7.7	2783
7.4	3460
8.1	2124
7.7	19812
8.1	58910
7.7	373
7.7	3422
8	3752
7.5	6439
7.9	2625
7.5	68916
7.4	6896
7.7	22851
7.7	13164
7.2	112060
7.3	1725
8.2	179495
7	1104
7.4	17959
7.4	58935
7.7	6162
8.1	4993
7.9	1206
7.5	75466
7.5	45011
7.1	14581
7.3	6434
8	3958
7.9	171148
7.8	2690
7.7	698
8.1	42016
7.4	14625
7.3	574
7.6	23964
7.9	21722
7.5	27672
7.5	12643
7.4	12302
8.1	2327
7.7	8058
7.5	14649
7.7	3668
7.4	66332
7.2	1635
8.1	2625
7.2	14926
8.1	1868
7.8	3014
8.1	6063
7.1	22020
7.5	43654
8.4	22192
7.4	1945
7.5	10402
7.5	30913
7.5	166925
7.5	188633
7.4	55033
7.2	2927
8.1	22717
7.5	16375
7.2	17784
7.5	918
7.2	672
6.9	4398
7.7	3230
7.4	1241
8.2	145573
7.3	18408
7.6	76342
7.1	768
7.7	15060
7.4	10889
7.6	12655
7.9	11085
7.9	6707
7.1	31051
7.8	13181
7.8	5122
7.5	5028
7.8	8248
7.7	52771
6.9	713
7.8	2196
7.3	25818
7.2	5921
7.4	4219
7.4	11718
7.6	1672
8	3685
7	3810
7.2	51152
7.5	7763
7.3	93936
6.9	15986
7.7	5530
7.2	10813
7.9	2132
7.6	61930
6.8	10099
7.9	3359
7	1040
7.6	3786
8.2	1446
7.6	433
7.9	7397
7.1	3479
7.7	7535
7.6	17923
7.6	5922
7.3	3805
8.5	2042
7.1	7516
7.5	14384
7.8	8340
7.7	5370
7.9	3136
7.7	2495
7.3	3108
7.2	1748
7.5	18734
7.2	7063
7.7	4684
7.6	6958
7.2	3080
8.1	3790
7.1	2370
7.5	15328
7.7	2743
7.1	5274
7.8	3793
7.4	93521
6.9	2386
7.6	15924
7.7	3785
7.7	2457
6.9	2714
7.4	9369
7.6	72834
7.1	18331
7.2	1563
7.6	7561
7.3	5355
7.6	147
7.6	126428
7.9	3799
8	30263
7.6	6613
8	4137
7.7	3358
7.8	6297
7.3	18570
7.6	43696
8	18451
7.7	95756
7.8	30337
8.5	5681
7.8	2304
7.5	663
7.7	2334
7.6	52443
7.9	7919
7.8	7552
7.3	18636
7.6	178116
7.5	29713
7.8	4617
7.3	44225
8	110371
7.5	28807
7.8	4201
7.8	126182
7.6	4685
7.6	129781
7.6	3301
7.5	6719
7	4149
7.2	2404
7.8	24653
7.2	3054
7.8	19806
7.8	67031
7.4	2830
8.1	6713
7.6	24736
7.8	7191
7.7	17233
7.6	8099
7	2887
7.7	2240
7.1	2192
7.7	1326
7.6	61434
7.9	3896
7.4	46991
7.3	7709
7.7	2443
7.3	267152
6.7	9401
7.9	2331
8	4675
7.3	28953
7.6	8156
7	1264
7.4	28207
7.2	2711
7.2	8419
7.7	28716
8	5044
7.3	9622
7.8	3177
7.8	74336
7.4	12308
7.8	3179
7.9	2283
7.7	102150
7.3	4924
7.7	2865
7.2	7109
7.3	10803
7.5	3912
7.3	3988
7.6	4567
7.1	8132
5.8	40
7.5	28245
7.2	5002
7.8	3110
7.5	16529
7.8	3218
7.6	4495
7.3	4043
7.6	9426
7.7	27320
7.3	4491
7.3	27648
7.1	15452
7.3	5385
7.9	9034
7	18026
7.2	8771
7.1	17424
7.9	77609
8	21107
8.1	2247
7.4	3810
7.8	120241
7.2	13340
7.9	16559
7.4	17096
8	6767
7.4	2658
8	2157
8.1	1170
7.2	1331
7.6	13301
7.1	76799
7.8	2530
7.5	2481
7.1	1422
7.5	4338
7.8	2043
7.4	2499
7.2	4982
7.4	33255
7.8	124837
7.8	143582
7.1	26423
7.8	1351
7.8	82483
7.4	26799
7.7	2491
7.5	48494
7.5	6384
7.3	34582
7.3	1287
7.7	22828
7.7	206941
7.1	9036
7.4	53220
7.2	48742
7.7	7521
7.8	1803
7.6	19978
7.8	191
7.2	4813
7.7	53188
7.6	9735
7.5	15540
7.7	2391
null	null
7.3	6654
7.3	84520
7.3	19032
7.2	1488
7.7	122296
8	10282
7.1	2293
7.6	4896
7.2	23461
7.2	1301
7.1	5776
7.7	2894
7.5	90369
7.4	1666
7.7	2873
7.2	3206
7.7	5042
7.1	12760
7	1580
7.6	458
7.2	15955
7.4	1833
7.6	102082
7.2	4255
7.1	3205
7.7	2453
7.6	3799
7.3	2789
7.6	2622
8	4961
7.7	7668
8	9659
7.2	15456
7.4	2230
7.4	42396
7.3	25932
7.1	5457
8	5024
7.4	28956
7.4	55713
7.2	14991
7.1	8098
7.6	39382
7.5	6747
7.7	4948
7.7	529
7.5	4636
7	1851
7.2	4549
7.4	20463
7.6	20677
7.2	4662
7.5	3542
7.6	3851
8.1	177626
7.9	5659
7.9	1870
7.8	2740
7.2	56185
7	14522
7.7	112079
7.8	4824
7.1	4109
7.1	3596
7.2	3820
7.3	194394
7.8	31228
7.7	128605
6.9	2732
7.1	965
7.7	6965
7.6	47360
7.5	9484
8.6	78
7.5	1694
7.2	9774
6.1	1115
7.3	83902
7	4009
7.6	155392
7.3	1347
7.9	6818
7.8	3551
7.3	84271
7.9	3790
7.5	5642
7	4664
7.1	14868
7.8	4614
7.4	1741
7.3	6048
6.9	1056
6.9	4304
7.6	5105
7.2	24457
7.6	9120
7.5	2552
7.4	12887
7.3	75886
7.3	5524
7.8	107087
7.3	116041
7.5	1746
7.8	4045
7.4	1663
8	135702
7.2	15445
7.6	1712
7.4	39871
5.5	848
7.6	30667
7.1	64
7.4	56764
7.6	3939
7	3590
7.5	2779
7.7	29203
7.5	6006
7.7	229855
7.3	22907
7	1926
7.7	5897
7.2	1225
7.3	3573
6.7	1850
7.1	758
7.8	124417
7.5	5231
7.6	7194
7.2	34436
7.2	19321
6.5	2623
7.5	119249
7.7	6252
6.9	1337
7.2	23758
7.5	13907
8.1	5387
7.6	52263
6.9	1762
7.5	9326
7.9	1857
7.1	9864
8	204719
7.6	10435
7.2	15682
7.2	13380
8.1	3156
7.6	5734
7.3	43059
8.3	1157
7.9	2743
7.5	343
7.8	722
7.4	1956
8.1	1364
7.6	3979
7.6	5573
7.2	2386
7.6	41857
8.3	2654
7.1	2310
8	618
6.9	2370
7.7	6470
7.7	54915
7.9	18637
7.6	6522
7.3	12837
6.9	7048
6.7	698
8	795
7.4	6886
7.1	2761
7.3	7179
7.5	10948
7.5	4311
5.9	285
7.8	3175
6.8	1299
8.1	177647
8	85409
7.7	6848
7.4	7330
7	3790
7.4	16506
6.3	2086
7.5	9844
7.5	2460
7.2	19413
8	5608
6.8	2151
7	2458
7.6	2002
7	941
7.2	3087
7.8	1723
7.6	61327
7.6	41324
8	1613
7.4	7007
7.4	74164
7.7	4420
7.8	4949
7.3	3349
7.3	4179
7.7	5710
7.8	2905
6.8	9712
7.6	3357
7.6	2412
7.6	79965
7.2	89782
7.3	5825
7.3	2075
7.8	995
6.9	9210
7.3	3258
7.3	1816
7.1	12229
7.1	959
7.7	170825
7.2	4185
7.8	4013
7.3	5931
8	3312
7.4	53878
7.5	17723
6.7	2905
