<text>
MovieId	Rating	Average	ImdbId	Title
913	3.0	4.2	0033870	Maltese Falcon, The (1941)
3462	3.0	4.2	0027977	Modern Times (1936)
2203	3.0	4.2	0036342	Shadow of a Doubt (1943)
2186	3.0	4.2	0044079	Strangers on a Train (1951)
1254	3.0	4.2	0040897	Treasure of the Sierra Madre, The (1948)
2329	3.0	4.2	0120586	American History X (1998)
7153	3.0	4.2	0167260	Lord of the Rings: The Return of the King, The (2003)
5971	3.0	4.2	0096283	My Neighbor Totoro (Tonari no Totoro) (1988)
296	3.0	4.2	0110912	Pulp Fiction (1994)
1280	3.0	4.2	0101640	Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
668	3.0	4.2	0048473	Song of the Little Road (Pather Panchali) (1955)
1147	3.0	4.2	0118147	When We Were Kings (1996)
2731	3.0	4.2	0053198	400 Blows, The (Les quatre cents coups) (1959)
1172	3.0	4.1	0095765	Cinema Paradiso (Nuovo cinema Paradiso) (1989)
66934	3.0	4.1	1227926	Dr. Horrible's Sing-Along Blog (2008)
1204	3.0	4.1	0056172	Lawrence of Arabia (1962)
4993	3.0	4.1	0120737	Lord of the Rings: The Fellowship of the Ring, The (2001)
898	3.0	4.1	0032904	Philadelphia Story, The (1940)
903	3.0	4.1	0052357	Vertigo (1958)
541	3.0	4.1	0083658	Blade Runner (1982)
2360	3.0	4.1	0154420	Celebration, The (Festen) (1998)
2920	3.0	4.1	0037674	Children of Paradise (Les enfants du paradis) (1945)
3429	3.0	4.1	0099317	Creature Comforts (1989)
6669	3.0	4.1	0044741	Ikiru (1952)
2935	3.0	4.1	0033804	Lady Eve, The (1941)
92535	3.0	4.2	2112999	Louis C.K.: Live at the Beacon Theater (V) (2011)
1949	3.0	4.1	0060665	Man for All Seasons, A (1966)
2351	3.0	4.1	0050783	Nights of Cabiria (Notti di Cabiria, Le) (1957)
1209	3.0	4.1	0064116	Once Upon a Time in the West (C'era una volta il West) (1968)
670	3.0	4.2	0052572	World of Apu, The (Apur Sansar) (1959)
1939	3.0	4.1	0036868	Best Years of Our Lives, The (1946)
1256	3.0	4.1	0023969	Duck Soup (1933)
1224	3.0	4.1	0097499	Henry V (1989)
1267	3.0	4.1	0056218	Manchurian Candidate, The (1962)
1189	3.0	4.1	0096257	Thin Blue Line, The (1988)
1233	3.0	4.1	0082096	Boot, Das (Boat, The) (1981)
2357	3.0	4.1	0140888	Central Station (Central do Brasil) (1998)
26587	3.0	4.1	0092337	Decalogue, The (Dekalog) (1989)
7361	3.0	4.1	0338013	Eternal Sunshine of the Spotless Mind (2004)
608	3.0	4.1	0116282	Fargo (1996)
1201	3.0	4.1	0060196	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)
942	3.0	4.1	0037008	Laura (1944)
5952	3.0	4.1	0167261	Lord of the Rings: The Two Towers, The (2002)
86345	3.0	4.1	1421373	Louis C.K.: Hilarious (2010)
86377	3.0	4.1	0927619	Louis C.K.: Shameless (2007)
2066	3.0	4.1	0039689	Out of the Past (1947)
5782	3.0	4.1	0082949	Professional, The (Le professionnel) (1981)
928	3.0	4.1	0032976	Rebecca (1940)
2905	3.0	4.1	0056443	Sanjuro (Tsubaki Sanjûrô) (1962)
1237	3.0	4.1	0050976	Seventh Seal, The (Sjunde inseglet, Det) (1957)
2859	3.0	4.1	0088178	Stop Making Sense (1984)
111	3.0	4.1	0075314	Taxi Driver (1976)
1208	3.0	4.1	0078788	Apocalypse Now (1979)
93040	3.0	4.2	0098769	Civil War, The (PBS) (1990)
48516	3.0	4.1	0407887	Departed, The (2006)
3469	3.0	4.1	0053946	Inherit the Wind (1960)
7099	3.0	4.1	0087544	Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
2937	3.0	4.1	0035169	Palm Beach Story, The (1942)
678	3.0	4.1	0108181	Some Folks Call It a Sling Blade (1993)
3819	3.0	4.1	0092048	Tampopo (1985)
5147	3.0	4.1	0050986	Wild Strawberries (Smultronstället) (1957)
3730	3.0	4.1	0071360	Conversation, The (1974)
99114	3.0	4.1	1853728	Django Unchained (2012)
7156	3.0	4.1	0317910	Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)
3629	3.0	4.1	0015864	Gold Rush, The (1925)
5690	3.0	4.1	0095327	Grave of the Fireflies (Hotaru no haka) (1988)
2726	3.0	4.1	0049406	Killing, The (1956)
2208	3.0	4.1	0030341	Lady Vanishes, The (1938)
1132	3.0	4.1	0091480	Manon of the Spring (Manon des sources) (1986)
27773	3.0	4.1	0364569	Oldboy (2003)
7327	3.0	4.1	0060827	Persona (1966)
916	3.0	4.1	0046250	Roman Holiday (1953)
7396	3.0	4.1	0070644	Scenes From a Marriage (Scener ur ett äktenskap) (1973)
326	3.0	4.1	0110081	To Live (Huozhe) (1994)
7700	3.0	4.1	0046268	Wages of Fear, The (Salaire de la peur, Le) (1953)
3470	3.0	4.1	0071411	Dersu Uzala (1975)
2330	3.0	4.1	0116481	Hands on a Hard Body (1996)
1617	3.0	4.1	0119488	L.A. Confidential (1997)
3000	3.0	4.1	0119698	Princess Mononoke (Mononoke-hime) (1997)
1228	3.0	4.1	0081398	Raging Bull (1980)
1089	3.0	4.1	0105236	Reservoir Dogs (1992)
4298	3.0	4.1	0048021	Rififi (Du rififi chez les hommes) (1955)
4432	3.0	4.1	0051036	Sweet Smell of Success (1957)
82143	3.0	4.2	0437806	Alone in the Wilderness (2004)
911	3.0	4.1	0056923	Charade (1963)
7926	3.0	4.1	0057565	High and Low (Tengoku to jigoku) (1963)
1950	3.0	4.1	0061811	In the Heat of the Night (1967)
1299	3.0	4.1	0087553	Killing Fields, The (1984)
6650	3.0	4.1	0041546	Kind Hearts and Coronets (1949)
800	3.0	4.1	0116905	Lone Star (1996)
8228	3.0	4.1	0022111	Maltese Falcon, The (a.k.a. Dangerous Female) (1931)
3090	3.0	4.1	0093509	Matewan (1987)
7013	3.0	4.1	0048424	Night of the Hunter, The (1955)
1361	3.0	4.1	0117293	Paradise Lost: The Child Murders at Robin Hood Hills (1996)
7669	3.0	4.1	0112130	Pride and Prejudice (1995)
2028	3.0	4.1	0120815	Saving Private Ryan (1998)
85774	3.0	4.1	1424432	Senna (2010)
2762	3.0	4.1	0167404	Sixth Sense, The (1999)
306	3.0	4.1	0111495	Three Colors: Red (Trois couleurs: Rouge) (1994)
720	3.0	4.1	0118114	Wallace &amp; Gromit: The Best of Aardman Animation (1996)
1225	3.0	4.1	0086879	Amadeus (1984)
1230	3.0	4.1	0075686	Annie Hall (1977)
955	3.0	4.1	0029947	Bringing Up Baby (1938)
3038	3.0	4.1	0050371	Face in the Crowd, A (1957)
1281	3.0	4.1	0032553	Great Dictator, The (1940)
31658	3.0	4.1	0347149	Howl's Moving Castle (Hauru no ugoku shiro) (2004)
3091	3.0	4.1	0080979	Kagemusha (1980)
1218	3.0	4.1	0097202	Killer, The (Die xue shuang xiong) (1989)
81845	3.0	4.1	1504320	King's Speech, The (2010)
6350	3.0	4.1	0092067	Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
4427	3.0	4.1	0063227	Lion in Winter, The (1968)
947	3.0	4.1	0028010	My Man Godfrey (1936)
28	3.0	4.1	0114117	Persuasion (1995)
5995	3.0	4.1	0253474	Pianist, The (2002)
910	3.0	4.1	0053291	Some Like It Hot (1959)
2936	3.0	4.1	0034240	Sullivan's Travels (1941)
7256	3.0	4.1	0379557	Touching the Void (2003)
3077	3.0	4.1	0164312	42 Up (1998)
3801	3.0	4.1	0052561	Anatomy of a Murder (1959)
26131	3.0	4.1	0058946	Battle of Algiers, The (La battaglia di Algeri) (1966)
27611	3.0	4.1	0314979	Battlestar Galactica (2003)
110	3.0	4.1	0112573	Braveheart (1995)
213	3.0	4.1	0111579	Burnt by the Sun (Utomlyonnye solntsem) (1994)
2925	3.0	4.1	0065571	Conformist, The (Conformista, Il) (1970)
30749	3.0	4.1	0395169	Hotel Rwanda (2004)
3035	3.0	4.1	0048380	Mister Roberts (1955)
7132	3.0	4.1	0026778	Night at the Opera, A (1935)
48394	3.0	4.1	0457430	Pan's Labyrinth (Laberinto del fauno, El) (2006)
96821	3.0	4.1	1659337	Perks of Being a Wallflower, The (2012)
7587	3.0	4.1	0062229	Samouraï, Le (Godson, The) (1967)
1041	3.0	4.1	0117589	Secrets &amp; Lies (1996)
899	3.0	4.1	0045152	Singin' in the Rain (1952)
7766	3.0	4.1	0050613	Throne of Blood (Kumonosu jô) (1957)
945	3.0	4.1	0027125	Top Hat (1935)
1236	3.0	4.1	0103130	Trust (1990)
68954	3.0	4.1	1049413	Up (2009)
60069	3.0	4.1	0910970	WALL·E (2008)
2132	3.0	4.1	0061184	Who's Afraid of Virginia Woolf? (1966)
3983	3.0	4.1	0203230	You Can Count on Me (2000)
1251	3.0	4.0	0056801	8 1/2 (8½) (1963)
3677	3.0	4.1	0103767	Baraka (1992)
214	3.0	4.1	0110882	Before the Rain (Pred dozhdot) (1994)
7767	3.0	4.1	0346336	Best of Youth, The (La meglio gioventù) (2003)
26614	3.0	4.0	0094791	Bourne Identity, The (1988)
62336	3.0	4.1	0279077	FLCL (2000)
906	3.0	4.0	0036855	Gaslight (1944)
1223	3.0	4.0	0104361	Grand Day Out with Wallace and Gromit, A (1989)
26082	3.0	4.1	0056058	Harakiri (Seppuku) (1962)
293	3.0	4.0	0110413	Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
1303	3.0	4.0	0073341	Man Who Would Be King, The (1975)
1244	3.0	4.0	0079522	Manhattan (1979)
94959	3.0	4.1	1748122	Moonrise Kingdom (2012)
6985	3.0	4.1	0019254	Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)
3949	3.0	4.0	0180093	Requiem for a Dream (2000)
71033	3.0	4.1	1305806	Secret in Their Eyes, The (El secreto de sus ojos) (2009)
47	3.0	4.0	0114369	Seven (a.k.a. Se7en) (1995)
8656	3.0	4.1	0095468	Short Film About Killing, A (Krótki film o zabijaniu) (1988)
7234	3.0	4.1	0047528	Strada, La (1954)
7215	3.0	4.1	0037382	To Have and Have Not (1944)
78499	3.0	4.1	0435761	Toy Story 3 (2010)
1214	3.0	4.0	0078748	Alien (1979)
6787	3.0	4.0	0074119	All the President's Men (1976)
909	3.0	4.0	0053604	Apartment, The (1960)
1269	3.0	4.0	0036613	Arsenic and Old Lace (1944)
89745	3.0	4.0	0848228	Avengers, The (2012)
3741	3.0	4.0	0069762	Badlands (1973)
3683	3.0	4.0	0086979	Blood Simple (1984)
3811	3.0	4.0	0080310	Breaker Morant (1980)
3359	3.0	4.0	0078902	Breaking Away (1979)
2804	3.0	4.0	0085334	Christmas Story, A (1983)
4878	3.0	4.0	0246578	Donnie Darko (2001)
1273	3.0	4.0	0090967	Down by Law (1986)
232	3.0	4.0	0111797	Eat Drink Man Woman (Yin shi nan nu) (1994)
356	3.0	4.0	0109830	Forrest Gump (1994)
1222	3.0	4.0	0093058	Full Metal Jacket (1987)
1704	3.0	4.0	0119217	Good Will Hunting (1997)
5498	3.0	4.1	0058888	Red Beard (Akahige) (1965)
6783	3.0	4.0	0031885	Rules of the Game, The (La règle du jeu) (1939)
2692	3.0	4.0	0130827	Run Lola Run (Lola rennt) (1998)
4011	3.0	4.0	0208092	Snatch (2000)
1288	3.0	4.0	0088258	This Is Spinal Tap (1984)
933	3.0	4.0	0048728	To Catch a Thief (1955)
6643	3.0	4.1	0046438	Tokyo Story (Tôkyô monogatari) (1953)
1211	3.0	4.0	0093191	Wings of Desire (Himmel über Berlin, Der) (1987)
7566	3.0	4.0	0088650	28 Up (1985)
3083	3.0	4.0	0185125	All About My Mother (Todo sobre mi madre) (1999)
4235	3.0	4.0	0245712	Amores Perros (Love's a Bitch) (2000)
26150	3.0	4.0	0060107	Andrei Rublev (Andrey Rublyov) (1969)
1199	3.0	4.0	0088846	Brazil (1985)
2973	3.0	4.0	0097123	Crimes and Misdemeanors (1989)
1086	3.0	4.0	0046912	Dial M for Murder (1954)
1264	3.0	4.0	0082269	Diva (1981)
31410	3.0	4.0	0363163	Downfall (Untergang, Der) (2004)
3088	3.0	4.0	0042546	Harvey (1950)
246	3.0	4.0	0110057	Hoop Dreams (1994)
76093	3.0	4.0	0892769	How to Train Your Dragon (2010)
68157	3.0	4.0	0361748	Inglourious Basterds (2009)
3334	3.0	4.0	0040506	Key Largo (1948)
5385	3.0	4.0	0077838	Last Waltz, The (1978)
61240	3.0	4.0	1139797	Let the Right One In (Låt den rätte komma in) (2008)
8516	3.0	4.1	0038733	Matter of Life and Death, A (Stairway to Heaven) (1946)
1300	3.0	4.0	0089606	My Life as a Dog (Mitt liv som hund) (1985)
936	3.0	4.0	0031725	Ninotchka (1939)
48780	3.0	4.0	0482571	Prestige, The (2006)
8014	3.0	4.0	0374546	Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)
8125	3.0	4.0	0018455	Sunrise: A Song of Two Humans (1927)
6918	3.0	4.0	0048956	Unvanquished, The (Aparajito) (1957)
7820	3.0	4.0	0053976	Virgin Spring, The (Jungfrukällan) (1960)
30803	3.0	4.0	0423866	3-Iron (Bin-jip) (2004)
82	3.0	4.0	0112379	Antonia's Line (Antonia) (1995)
994	3.0	4.0	0115678	Big Night (1996)
2843	3.0	4.0	0118843	Black Cat, White Cat (Crna macka, beli macor) (1998)
6818	3.0	4.0	0091251	Come and See (Idi i smotri) (1985)
91529	3.0	4.0	1345836	Dark Knight Rises, The (2012)
65188	3.0	4.0	1152758	Dear Zachary: A Letter to a Son About His Father (2008)
7116	3.0	4.0	0046911	Diabolique (Les diaboliques) (1955)
77455	3.0	4.0	1587707	Exit Through the Gift Shop (2010)
64614	3.0	4.0	1205489	Gran Torino (2008)
26729	3.0	4.0	0102015	Hearts of Darkness: A Filmmakers Apocalypse (1991)
58425	3.0	4.1	1094594	Heima (2007)
4144	3.0	4.0	0118694	In the Mood For Love (Fa yeung nin wa) (2000)
86781	3.0	4.0	1255953	Incendies (2010)
80906	3.0	4.0	1645089	Inside Job (2010)
1446	3.0	4.0	0116790	Kolya (Kolja) (1996)
86347	3.0	4.0	1190722	Louis C.K.: Chewed Up (2008)
68237	3.0	4.0	1182345	Moon (2009)
93988	3.0	4.3	0417349	North &amp; South (2004)
3789	3.0	4.0	0059575	Pawnbroker, The (1964)
3634	3.0	4.0	0058576	Seven Days in May (1964)
3097	3.0	4.0	0033045	Shop Around the Corner, The (1940)
1232	3.0	4.0	0079944	Stalker (1979)
778	3.0	4.0	0117951	Trainspotting (1996)
965	3.0	4.0	0026029	39 Steps, The (1935)
1200	3.0	4.0	0090605	Aliens (1986)
4914	3.0	4.0	0053472	Breathless (À bout de souffle) (1960)
1900	3.0	4.0	0118849	Children of Heaven, The (Bacheha-Ye Aseman) (1997)
162	3.0	4.0	0109508	Crumb (1994)
66371	3.0	4.0	1069238	Departures (Okuribito) (2008)
3095	3.0	4.0	0032551	Grapes of Wrath, The (1940)
602	3.0	4.0	0109934	Great Day in Harlem, A (1994)
1291	3.0	4.0	0097576	Indiana Jones and the Last Crusade (1989)
8477	3.0	4.0	0056119	Jetée, La (Pier, The) (1962)
71899	3.0	4.0	0978762	Mary and Max (2009)
954	3.0	4.0	0031679	Mr. Smith Goes to Washington (1939)
38304	3.0	4.0	0367555	No Direction Home: Bob Dylan (2005)
290	3.0	4.0	0110729	Once Were Warriors (1994)
3365	3.0	4.0	0049730	Searchers, The (1956)
1258	3.0	4.0	0081505	Shining, The (1980)
1358	3.0	4.0	0117666	Sling Blade (1996)
7941	3.0	4.0	0048641	Smiles of a Summer Night (Sommarnattens leende) (1955)
1719	3.0	4.0	0120255	Sweet Hereafter, The (1997)
4928	3.0	4.0	0075824	That Obscure Object of Desire (Cet obscur objet du désir) (1977)
8491	3.0	4.0	0042041	White Heat (1949)
599	3.0	4.0	0065214	Wild Bunch, The (1969)
363	3.0	4.0	0107472	Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)
5475	3.0	4.0	0065234	Z (1969)
97304	3.0	4.0	1024648	Argo (2012)
1046	3.0	4.0	0115640	Beautiful Thing (1996)
1206	3.0	4.0	0066921	Clockwork Orange, A (1971)
457	3.0	4.0	0106977	Fugitive, The (1993)
55247	3.0	4.0	0758758	Into the Wild (2007)
3152	3.0	4.0	0067328	Last Picture Show, The (1971)
2010	3.0	4.0	0017136	Metropolis (1927)
2788	3.0	4.0	0066765	Monty Python's And Now for Something Completely Different (1971)
55820	3.0	4.0	0477348	No Country for Old Men (2007)
7096	3.0	4.0	0307385	Rivers and Tides (2001)
96606	3.0	4.1	0770802	Samsara (2011)
34405	3.0	4.0	0379786	Serenity (2005)
63082	3.0	4.0	1010048	Slumdog Millionaire (2008)
6331	3.0	4.0	0334405	Spellbound (2002)
1259	3.0	4.0	0092005	Stand by Me (1986)
5878	3.0	4.0	0287467	Talk to Her (Hable con Ella) (2002)
2931	3.0	4.0	0097223	Time of the Gypsies (Dom za vesanje) (1989)
50658	3.0	4.0	0473434	49 Up (2005)
7063	3.0	4.0	0068182	Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)
5017	3.0	4.0	0045555	Big Heat, The (1953)
581	3.0	4.0	0112651	Celluloid Closet, The (1995)
27815	3.0	4.0	0372824	Chorus, The (Choristes, Les) (2004)
1175	3.0	4.0	0101700	Delicatessen (1991)
3362	3.0	4.0	0072890	Dog Day Afternoon (1975)
6235	3.0	4.0	0099776	Europa Europa (Hitlerjunge Salomon) (1990)
3147	3.0	4.0	0120689	Green Mile, The (1999)
3265	3.0	4.0	0104684	Hard-Boiled (Lat sau san taam) (1992)
1235	3.0	4.0	0067185	Harold and Maude (1971)
88125	3.0	4.0	1201607	Harry Potter and the Deathly Hallows: Part 2 (2011)
97	3.0	4.0	0113247	Hate (La haine) (1995)
4037	3.0	4.0	0093223	House of Games (1987)
7981	3.0	4.0	0338564	Infernal Affairs (Mou gaan dou) (2002)
65514	3.0	4.0	1220719	Ip Man (2008)
2732	3.0	4.0	0055032	Jules and Jim (Jules et Jim) (1961)
2542	3.0	4.0	0120735	Lock, Stock &amp; Two Smoking Barrels (1998)
1952	3.0	4.0	0064665	Midnight Cowboy (1969)
4920	3.0	4.0	0035140	Now, Voyager (1942)
58	3.0	4.0	0110877	Postman, The (Postino, Il) (1994)
1066	3.0	4.0	0029546	Shall We Dance (1937)
6896	3.0	4.0	0090015	Shoah (1985)
1210	3.0	4.0	0086190	Star Wars: Episode VI - Return of the Jedi (1983)
556	3.0	4.0	0108515	War Room, The (1993)
26712	3.0	4.0	0101254	35 Up (1991)
2624	3.0	4.0	0165078	After Life (Wandafuru raifu) (1998)
33794	3.0	4.0	0372784	Batman Begins (2005)
1292	3.0	4.0	0078841	Being There (1979)
54286	3.0	4.0	0440963	Bourne Ultimatum, The (2007)
2932	3.0	4.0	0077405	Days of Heaven (1978)
1263	3.0	4.0	0077416	Deer Hunter, The (1978)
8154	3.0	4.0	0053779	Dolce Vita, La (1960)
85342	3.0	4.0	1555149	Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)
4783	3.0	4.0	0264578	Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)
27002	3.0	4.0	0120570	From the Earth to the Moon (1998)
1293	3.0	4.0	0083987	Gandhi (1982)
7091	3.0	4.0	0023027	Horse Feathers (1932)
3467	3.0	4.0	0057163	Hud (1963)
5825	3.0	4.0	0036112	Life and Death of Colonel Blimp, The (1943)
3814	3.0	4.0	0073312	Love and Death (1975)
1111	3.0	4.0	0117040	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
1245	3.0	4.0	0100150	Miller's Crossing (1990)
1080	3.0	4.0	0079470	Monty Python's Life of Brian (1979)
4967	3.0	4.0	0283509	No Man's Land (2001)
2502	3.0	4.0	0151804	Office Space (1999)
53123	3.0	4.0	0907657	Once (2006)
53883	3.0	4.0	0430484	Power of Nightmares, The: The Rise of the Politics of Fear (2004)
5304	3.0	4.0	0038890	Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)
17	3.0	4.0	0114388	Sense and Sensibility (1995)
50740	3.0	4.0	0058578	Seven Up! (1964)
68358	3.0	4.0	0796366	Star Trek (2009)
1104	3.0	4.0	0044081	Streetcar Named Desire, A (1951)
74324	3.0	4.0	1278469	Temple Grandin (2010)
307	3.0	4.0	0108394	Three Colors: Blue (Trois couleurs: Bleu) (1993)
2819	3.0	4.0	0073802	Three Days of the Condor (3 Days of the Condor) (1975)
6611	3.0	4.0	0045274	Umberto D. (1952)
1266	3.0	4.0	0105695	Unforgiven (1992)
7938	3.0	4.0	0057358	Winter Light (Nattvardsgästerna) (1963)
3224	3.0	4.0	0058625	Woman in the Dunes (Suna no onna) (1964)
927	3.0	4.0	0032143	Women, The (1939)
1278	3.0	4.0	0072431	Young Frankenstein (1974)
8128	3.0	4.0	0092593	Au revoir les enfants (1987)
6791	3.0	4.0	0092603	Babette's Feast (Babettes gæstebud) (1987)
3275	3.0	4.0	0144117	Boondock Saints, The (2000)
2927	3.0	4.0	0037558	Brief Encounter (1946)
2677	3.0	4.0	0186508	Buena Vista Social Club (1999)
123	3.0	4.0	0109424	Chungking Express (Chung Hing sam lam) (1994)
7075	3.0	4.0	0049096	Court Jester, The (1956)
4422	3.0	4.0	0069467	Cries and Whispers (Viskningar och rop) (1972)
55721	3.0	4.0	0861739	Elite Squad (Tropa de Elite) (2007)
59387	3.0	4.0	0460791	Fall, The (2006)
3338	3.0	4.0	0097372	For All Mankind (1989)
3681	3.0	4.0	0059578	For a Few Dollars More (Per qualche dollaro in più) (1965)
27727	3.0	4.0	0347048	Head-On (Gegen die Wand) (2004)
7925	3.0	4.0	0051808	Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)
6273	3.0	4.0	0042593	In a Lonely Place (1950)
36363	3.0	4.0	0091341	Kin-Dza-Dza! (1986)
4187	3.0	4.0	0057251	Lilies of the Field (1963)
1238	3.0	4.0	0085859	Local Hero (1983)
4406	3.0	4.0	0056217	Man Who Shot Liberty Valance, The (1962)
1734	3.0	4.0	0119590	My Life in Pink (Ma vie en rose) (1997)
3198	3.0	4.0	0070511	Papillon (1973)
55442	3.0	4.0	0808417	Persepolis (2007)
73344	3.0	4.0	1235166	Prophet, A (Un Prophète) (2009)
27803	3.0	4.0	0369702	Sea Inside, The (Mar adentro) (2004)
89759	3.0	4.0	1832382	Separation, A (Jodaeiye Nader az Simin) (2011)
38159	3.0	4.0	0095467	Short Film About Love, A (Krótki film o milosci) (1988)
5120	3.0	4.0	0069281	Sleuth (1972)
5121	3.0	4.0	0075276	Stroszek (1977)
2070	3.0	4.0	0086423	Tender Mercies (1983)
7762	3.0	4.0	0080297	Tinker, Tailor, Soldier, Spy (1979)
27741	3.0	4.0	0351817	Twilight Samurai, The (Tasogare Seibei) (2002)
4546	3.0	4.0	0096163	Vanishing, The (Spoorloos) (1988)
89774	3.0	4.0	1291584	Warrior (2011) 
2997	3.0	4.0	0120601	Being John Malkovich (1999)
971	3.0	4.0	0051459	Cat on a Hot Tin Roof (1958)
8542	3.0	4.0	0028772	Day at the Races, A (1937)
6271	3.0	4.0	0070460	Day for Night (La Nuit Américaine) (1973)
84847	3.0	4.0	1366312	Emma (2009)
2068	3.0	4.0	0083922	Fanny and Alexander (Fanny och Alexander) (1982)
1809	3.0	4.0	0119250	Fireworks (Hana-bi) (1997)
1944	3.0	4.0	0045793	From Here to Eternity (1953)
3578	3.0	4.0	0172495	Gladiator (2000)
1242	3.0	4.0	0097441	Glory (1989)
25850	3.0	4.0	0030241	Holiday (1938)
6777	3.0	4.0	0055031	Judgment at Nuremberg (1961)
7505	3.0	4.0	0108906	Kingdom, The (Riget) (1994)
8684	3.0	4.0	0049902	Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)
32657	3.0	4.0	0093488	Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)
2612	3.0	4.0	0037913	Mildred Pierce (1945)
26003	3.0	4.0	0048434	Night and Fog (Nuit et brouillard) (1955)
3989	3.0	4.0	0230591	One Day in September (1999)
6123	3.0	4.0	0084628	Sans Soleil (Sunless) (1983)
8188	3.0	4.0	0047445	Sansho the Bailiff (Sanshô dayû) (1954)
7135	3.0	4.0	0054389	Shoot the Piano Player (Tirez sur le pianiste) (1960)
6867	3.0	4.0	0340377	Station Agent, The (2003)
